,sentences,0
1353,of course i inspected the other netbooks and clearly their hinges are tighter and i even demonstrate the difference between my netbook and others,1
1354,not to mention the fact that your mac comes fully loaded with all necessary basic programs,0
1355,didnt work when shipped from walmartcom but went into a store and exchanged for a working laptop same makemodel,1
1356,if this is an improvement in customer service then i would hate too see what it was before,1
1357,all of the programs keynote pages numbers have an option to save your documents as microsoft compatible which really eliminates the need for the actual,0
1358,sure the initial out of pocket expense is greater but that should not dissuade anyone from the fact that these machines run like none other on the planet and when i factor in all the money in that i wasted on geek squad and the latest patches to decorrupt my infested pcs it probably comes out about even anyhow,2
1359,the best thing to do is build your own computer but if u cant companys like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple # systems and if you google dell coupons you can find codes that take a signifant  amount off the price,0
1360,there is no cd drive on the computer which defeats the purpose of keeping files on a cd,1
1361,for me i was lucky and a local store was selling them for # off and best buy matched their price so i was able to buy one for under #,0
1362,unfortunately apples quality has continued to slide,1
1363,i believe that the quality of a mac is worth the price,0
1364,sometimes you will be moving your finger and the pointer will not even move,1
1365,the # macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product,0
1366,i would rate this computer at # stars but considering it has a short life span i can only give it # and implore anyone looking at laptops to stay away from this machine,1
1367,i also love the design the looks the feel and the my toshiba feature is wonderfull,0
1368,the layout of the macbook is horrible and confusing,1
1369,was not happy with one of the programs on it,1
1370,also it is very good for college students who just need a reliable easy to use computer,0
1371,the first one sent touchpad didnt work the second sent usb didnt work the third sent touchpad didnt work the fourth sent hasnt arrived yet,1
1372,only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor such as works for windows but iwork is cheap compared to office,1
1373,it is light and the battery last a very long time,0
1374,  and at one point they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop i bought the memory stick they recomended,1
1375,externally the keys on my keyboard are falling off after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit and the screen has a terrible glare,1
1376,the next time i had an issue my lightscribe wouldnt work,1
1377,the touchpad is extremely sensitive which is the only drawback,1
1378,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,0
1379,they don t translate from a mac even on word resulting in a ton of runon sentences,1
1380,the acer one computer that i bought is # ince screen and its hard to find lap top bags for it but i like the big screen on it,0
1381,summary they played games with me for the warranty period,1
1382,in november my computer messed up entirely and wouldnt power on after intalling a windows update i had to have my hd flashed and lost everything on it including my school assignments and irriplaceable pictures that were only in digital format and several other things when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history,1
1383,i can have both osx and windows xp running at the same time,0
1384,overall  poor features average performance poor battery life excellent pricevalue poor,1
1385,microsoft seems to be unable to keep up with repairs for the multitude of windows problems,1
1386,the graphics are stunning,0
1387,i found a #gb stick for a bit under # nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours or at the hotel taking care of some last minute details and documents,0
1388,after much effort and # days asus replaced itthe wifi is very weak,1
1389,you can call hp and they want you to buy more software to fix it,2
1390,it is easy to navigate and update programs,0
1391, applications respond immediately not like the tired ms applications,2
1392,all in all a very disappointing experience except that i learned how good the geek squad is and also customer service,0
1393,the only drawback for me is how dirty the screen gets and rather quickly too,1
1394,the laptop is very lightweight can easily carry around in a knapsack full of text books and it barely adds any weight,0
1395,seems to slow down occassionally but can run many applications ie internet tabs programs etc simultaneously,0
1396,i also did not like the loud noises it made or how the bottom of the computer would get really hot,1
1397,i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it,0
1398,defective software,1
1399,this computer was so challenging to carry and handle,1
1400,cords coming out the right for power plus cords coming out front for headphonesmic plus network connection on left make for a very messy setup with cords going every direction,1
1401,unless you want to be inconvenienced with a non working power supply which you cant find a replacement for because they made the attachment so small,1
1402,it is much faster than my desktop which is a core# quad running at # ghz,2
1403,it is good to know that i can mobilize without having to worry about the battery life,0
1404,the screen is nice side view angles are pretty good,0
1405,the fact that the screen reacts to the lighting around you is an added luxurywhen you are working around others in dark areas and want privacy or dont want to bother them with bright lighting it is very convenient to have a darker softer lit screen,0
1406,# weeks went by and the computer keeps crashing and will not open any applications,2
1407,not to mention sometimes the whole charger unit will decide not to work entirely,1
1408,looks nice but has a horribly cheap feel,2
1409,i have other computers that get strong signals that dont drop in places that this netbook loses its signal,2
1410,the feel of this is better than the toshiba too,0
1411,i would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality,0
1412,i upgraded the memory and replaced the base windows # starter to win # home and it runs just fine,0
1413,i am not sure if it was the drive itself however,2
1414,also one of the users mentioned how the edges on the macbook is sharp if you have money to spend on one of the incase shells it doesnt seem to be a problem,2
1415,it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,0
1416,called acer many times they want me to pay the shipping to ship it to their repair center  i was very disappointed since it is a brand new computer,1
1417,i should have checked this before i installed my applications,2
1418,the battery is really long,0
1419,anyway in early july of this year the dvd burner stopped working and the computer stared having issues with power supply,1
1420,had some trouble finding a case that it would fit in,1
1421,this computer that i have has had issues with the keyboard where it lost half the keyboard functions,1
1422,comes with imovie,0
1423,computer has been at service facility more than in my hands,1
1424,when i called sony the customer service was great,0
1425,  even though i had the receipt in front of me proving it still had # months left on the warranty,1
1426,it is a much more streamlined system for adding programs using the internet and doing other things everyone does on a computer,0
1427,my computer froze on several occasion had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all,1
1428,not even safe mode boots,1
1429,this is an oversized #inch laptop,1
1430,i had to pay # for a universal charger for this cheap # laptop,1
1431,the powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary,0
1432,#you can not change your desktop background windows # starter does not support that function,1
1433,took me # hours # trips to different fedex offices and brutal conversations with # of the worse it support technicians in the world,1
1434,then after # or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running,1
1435,as usual at customer service center she asked me to hold for a moment while she went to the backoffice and compare it with other same model netbooks and discussed it with her colleague i could see them,1
1436,the screen gets smeary and dusty very quickly and its very noticeable,1
1437,strengthswellshaped weaknessesa bad videocard,2
1438,you cant even get a satellite card which is why i bought to begin with,1
1439,the battery life before the battery completely died of course left much to be desired,1
1440,it is a real touchpad not the toy i saw in other brands,0
1441,long story but after many calls to various  offices i was told that no one can override the depot and that managers  dont take phone calls or emails,2
1442,price and purpose is awesome,0
1443,wonderful zooming,0
1444,the screen is huge and coloful but no led backlighting,0
1445,in all honesty if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop then do not buy this computer,2
1446,everything about this computer is easy to use,0
1447,  worse for the price i could get a netbook that outperforms this machine,1
1448,it had most of the features and all of the power that i wanted to replace my desktop machine,0
1449,keyboard was also very nice and had a solid feel,0
1450,it did not have all the features i expected it to have,1
1451,no luck although i waited for hours on the phonevisited machouse they stated the their call center is down due to too many phonecalls difficult to believe,1
1452,there is a backlit keyboard which is perfect for typing in the dark,0
1453,it has a lot of memory and a great battery life,0
1454,i spoke with a service rep at micro center and his girlfriend is having the same problem with her power adapter so its not just an isolated incident,1
1455,i love this program it is superior to windows movie maker,2
1456,he has replaced his hard drive twice and of course has had to pay for antivirus software every year,1
1457,this purchase opened me to the world of macbooks and i am impressed with the intuition of the design the beauty of the product and the excellent technological advances associated with it,0
1458,the price is great for this model i only plan on using it for media in the entertainment room,0
1459,it seemed to be a very nice laptop except i was not able to load my garmin gps software or microsoft office #,1
1460,ive also had to have the keyboard replaced at my expense,1
1461,i had the staff telling me older version did not make the fan noise cause it is a different computer,1
1462,was very much worth the price i paid,0
1463,even out of warranty,2
1464,this is a great little computer for the price,0
1465,crisp screen great battery life and plenty of storage,0
1466,all apple associates are always wiling to help you out with anything no matter when you purchased the computer and how many years passed,0
1467,also my sister got the exact same laptop since they were so cheap and after # months the screen split in half just from everyday use,1
1468,the toshiba satellite has been more than i expected for the price,0
1469,i had to adjust my mousepad sensitivity because it is very sensitive,1
1470,i wish iwork or ms office came with the mac but ms office doesnt even come with most pc laptops,1
1471,keyboard is plastic and spongey feeling,1
1472,previous laptops were pcs still have them but the mac osx is a clean and smooth operating system,0
1473,i also love having the extra calculator number set up on the keyboard which most laptops do not have,0
1474,because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened,1
1475,you can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever,0
1476,i love my apple it is quick and easy to use,0
1477,with notes saying they replaced the hard drive,2
1478,the laptop is relatively simple to use though i bought  macs for dummies  which is well worth #,0
1479,cant close the #nd hdd bay since there are brackets you have to break off even then it still doesnt shut that could be a major flaw for the dual hdd user,1
1480,no tutorials on the display,1
1481,the leather carrying case keyboard and mouse arrived in two days from memphis warehouse,2
1482,the touch pad is among the best,0
1483,thus when you carry it at a slanted angle the screen will topple or slide down if you understand what i mean,1
1484,its now all commodity hardware,2
1485,we also use paralles so we can run virtual machines of windows xp professional windows # home premium windows server enterprise # and windows server # enterprise,2
1486,how toshiba handles the repair seems to vary some folks  indicate that they were charged for even an intial fix others had the  repair done # times,0
1487,i would like to use a different operating system altogether,2
